60	500.0
120	250.0
180	166.66666666666666
240	125.0
300	100.0
360	83.33333333333333
420	71.42857142857143
480	62.5
540	55.55555555555556
600	50.0
660	45.45454545454545
720	41.666666666666664
780	38.46153846153846
840	35.714285714285715
900	33.333333333333336
960	31.25
1020	29.41176470588235
1080	27.77777777777778
1140	26.31578947368421
1200	25.0
1260	23.80952380952381
1320	22.727272727272727
1380	21.73913043478261
1440	20.833333333333332
1500	20.0
1560	19.23076923076923
1620	18.51851851851852
1680	17.857142857142858
1740	17.24137931034483
1800	16.666666666666668
1860	16.129032258064516
1920	15.625
1980	15.151515151515152
2040	14.705882352941176
2100	14.285714285714286
2160	13.88888888888889
2220	13.513513513513514
2280	13.157894736842104
2340	12.820512820512821
2400	12.5
2460	10
2520	10
2580	10
2640	10
2700	10
2760	10
2820	10
2880	10
2940	10
3000	10
3060	10
3120	10
3180	10
3240	10
3300	10
3360	10
3420	10
3480	10
3540	10
3600	9
3660	9
3720	9
3780	8
3840	8
3900	8
3960	8
4020	8
4080	8
4140	8
4200	8
4260	8
4320	8
4380	8
4440	7
4500	7
4560	7
4620	7
4680	6
4740	6
4800	6
4860	6
4920	6
4980	6
5040	6
5100	6
5160	6
5220	6
5280	6	
5340	6
5400	6
5460	6
5520	5
5580	5
5640	5
5700	5
5760	5
5820	5
5880	5
5940	5
6000	5
6060	5
6120	5
6180	5
6240	5
6300	5
6360	5
6420	5
6480	5
6540	5
6600	5
6660	5
6720	5
6780	4
6840	4
6900	4
6960	4
7020	4
7080	4
7140	4
7200	4
7260	4
7320	4
7380	4
7440	4
7500	4
